old_name,new_name
Myrceugenia.ovata.var.nannophylla_Mihoc.5162,
Myrceugenia.ovata.var.ovata_Gardner.19,
Myrceugenia.ovata.var.regnelliana_Silva.18,
Myrceugenia.ovata.var.regnelliana_Souza.10621,
Myrceugenia.ovata_RBGE.19982353C,
Myrceugenia.oxysepala_Ribas.2234,
Myrceugenia.parvifolia_Landrum.5916,
Myrceugenia.pilotantha.var.pilotantha_Lohmann.35,
Myrceugenia.pilotantha_Lucas.230,
Myrceugenia.pinifolia_Gardner.164,
Myrceugenia.planipes_Aedo.7378,
Myrceugenia.planipes_Landrum.sn,
Myrceugenia.planipes_RBGE.19981561B,
Myrceugenia.reitzii_Barbosa.945,
Myrceugenia.rufa_Teillier.150795,
Myrceugenia.rufescens_Lucas.469,
Myrceugenia.schulzei_Ruiz.8266,
Myrceugenia.seriatoramosa_Silva.2358,
Myrcia.abbotiana_Lucas.1108,
Myrcia.abbotiana_Vasconcelos.571,
Myrcia.aethusa_Lima.447,
Myrcia.aff.amazonica_Neto.3007,
Myrcia.aff.bergiana_Amorim.1810,
Myrcia.aff.crocea_Amorim.1919,
Myrcia.aff.glazioviana_Nadruz.1007,
Myrcia.aff.magnifolia_Lucas.1182,
Myrcia.aff.neomontana_Hoffmann.945,
Myrcia.aff.neomontana_Holst.9384,
Myrcia.aff.ochraciflora_Santos.793,
Myrcia.aff.racemosa_Lima.445,
Myrcia.aff.subacuminata_Staggemeier.742,
Myrcia.aff.subobliqua_Staggemeier.839,
Myrcia.amazonica_Lucas.130,
Myrcia.amazonica_Lucas.189,
Myrcia.amazonica_Lucas.59,
Myrcia.amazonica_Prevost.4751,
Myrcia.amplexicaulis_Amorim.1940,
Myrcia.anacardiifolia_Nadruz.999,
Myrcia.anceps_Lima.438,
Myrcia.anceps_Lucas.236,
Myrcia.anomala_Faria.1015,
Myrcia.apodocarpa_Acosta.sn,
Myrcia.ascendens_Santos.829,
Myrcia.aurea_Lucas.729,
Myrcia.barituensis_Serrano.5327,
Myrcia.barkeri_Lucas.1116,
Myrcia.bella_Faria.1692,
Myrcia.bella_Lima.379,
Myrcia.bergiana_Lima.409,
Myrcia.bicarinata_Santos.849,
Myrcia.bicolor_Lucas.219,
Myrcia.blanchetiana_Lima.436,
Myrcia.blanchetiana_Santos.819,
Myrcia.blanchetiana_Santos.834,
Myrcia.bracteata_Prevost.4712,
Myrcia.brasiliensis_Lucas.62,
Myrcia.camapuanensis_Staggemeier.327,
Myrcia.canapuensis_Gomez.sn,
Myrcia.cardiaca_Vasconcelos.274,
Myrcia.carvalhoi_Amorim.2026,
Myrcia.carvalhoi_Santos.751,
Myrcia.caudata_Zappi.1506,
Myrcia.cerqueiria_Amorim.2028,
Myrcia.cf.chytraculia_Lucas.1227,
Myrcia.cf.fluviatilis_Harley.54077,
Myrcia.cf.selleana_Flickinger.2015DR5,
Myrcia.cf.truncata_Souza.1139,
Myrcia.chytraculia_Flickinger.2016J5,
Myrcia.citrifolia_Flickinger.2015DR26,
Myrcia.citrifolia_Pollard.1193,
Myrcia.clarendonensis_Flickinger.2016J7,
Myrcia.clarendonensis_Vasconcelos.511,
Myrcia.clavija_Lucas.244,
Myrcia.coelosepala_Lucas.267,
Myrcia.congestiflora_Torres.1673,
Myrcia.cordiformis_Staggemeier.762,
Myrcia.cordiifolia_Faria.2470,
Myrcia.costeira_Lucas.71,
Myrcia.coumete_Lucas.107,
Myrcia.crocea_Amorim.1942,
Myrcia.cuprea_Staggemeier.862,
Myrcia.decorticans_Staggemeier.799_Brazil.SE,
Myrcia.deflexa_Flickinger.71,
Myrcia.deflexa_Swensen.170,
Myrcia.densa_Santos.643,
Myrcia.densa_Santos.811,
Myrcia.depauperata_MelloSilva.1713,
Myrcia.depauperata_Santos.613,
Myrcia.dictyophylla_SoaresSilva.751,
Myrcia.egensis_Araujo.311,
Myrcia.elevata_Santos.763,
Myrcia.eriocalyx_Faria.1446,
Myrcia.eriocephala_Araujo.1803,
Myrcia.eriopus_Lucas.258,
Myrcia.espiritosantensis_Amorim.2033,
Myrcia.estremenae_Flickinger.88,
Myrcia.eugeniopsoides_Lucas.61,
Myrcia.eumecephylla_Matsumoto.803,
Myrcia.excoriata_Matsumoto.825,
Myrcia.eximia_Santos.625,
Myrcia.fasciculata_Bhiki.285,
Myrcia.fenzliana_Santos.622,
Myrcia.fenzliana_Vasconcelos.592,
Myrcia.ferruginea_Lucas.1235,
Myrcia.ferruginosa_Santos.689,
Myrcia.flagellaris_Lucas.83,
Myrcia.florifera_Araujo.1885,
Myrcia.garciae_Araujo.1802,
Myrcia.gilsoniana_Lucas.1221,
Myrcia.glaziovii_Vasconcelos.501,
Myrcia.glomerata_Lucas.74,
Myrcia.grammica_Ribeiro.453,
Myrcia.grammica_Vasconcelos.483,
Myrcia.grandifolia_Faria.2073,
Myrcia.grandis_Staggemeier.850,
Myrcia.grazielae_Amorim.2016,
Myrcia.guianensis_Caddah.555,
Myrcia.guianensis_Harley.50707,
Myrcia.guianensis_Staggemeier.845,
Myrcia.guianensis_Lima.517,
Myrcia.guianensis_Lima.512,
Myrcia.guianensis_Vasconcelos.491,
Myrcia.guianensis_Lima.530,
Myrcia.hartwegiana_Amorim.1925,
Myrcia.hartwegiana_Lucas.155,
Myrcia.hatschbachii_Santos.661,
Myrcia.hebepetala_Lucas.64,
Myrcia.hedraiophylla_Araujo.1874,
Myrcia.hexasticha_Lucas.194,
Myrcia.hirtiflora_Staggemeier.751,
Myrcia.hylobates_Holst.8054,
Myrcia.ilheosensis_Amorim.2037,
Myrcia.inaequiloba_Lucas.105,
Myrcia.insigniflora_Matsumoto.799,
Myrcia.isaiana_Lucas.60,
Myrcia.laricina_Caxambu.3217,
Myrcia.laxiflora_Lucas.682,
Myrcia.laxiflora_Meirelles.307,
Myrcia.legrandii_Lucas.171,
Myrcia.lenheirensis_Lucas.263,
Myrcia.lignosa_W26462,Myrcia.lignosa_Wood.26462
Myrcia.limae_Cordeiro.310,
Myrcia.linearifolia_Lima.506B,
Myrcia.littoralis_Lima.510,
Myrcia.littoralis_Lima.511,
Myrcia.lonchophylla_Lucas.84,
Myrcia.longicalyptrata_Vasconcelos.523,
Myrcia.longipetiolata_Amorim.2024,
Myrcia.loranthifolia_Araujo.1827,
Myrcia.loranthifolia_Lourenco.444,
Myrcia.loranthifolia_Lucas.122,
Myrcia.loranthifolia_Lucas.930,
Myrcia.lucasiae_Vasconcelos.439,
Myrcia.lughadhae_Hurbath.92,
Myrcia.cf.lundiana_Lima.406,
Myrcia.magnifolia_Amorim.2000,
Myrcia.marianae_Staggemeier.764,
Myrcia.maricaensis_AcevedoRodriguez.7160,
Myrcia.maximiliana_Santos.750,
Myrcia.mcvaughii_Caddah.547,
Myrcia.megaphylla_Santos.721,
Myrcia.micropetala_Paixao.289,
Myrcia.microphylla_Santos.617,
Myrcia.minutiflora_Sasaki.2394,
Myrcia.mischophylla_Faria.1225,
Myrcia.mischophylla_Sobral.sn,
Myrcia.montana_Lucas.261,
Myrcia.mucugensis_Santos.823,
Myrcia.multiflora_Lucas.65,
Myrcia.multiflora_Staggemeier.422,
Myrcia.multiflora_Staggemeier.863,
Myrcia.multiflora_Staggemeier.867,
Myrcia.multipunctata_Matsumoto.752,
Myrcia.multipunctata_Santos.836,
Myrcia.mutabilis_Mazine.1052,
Myrcia.mutabilis_Santos.621,
Myrcia.mutabilis_Santos.833,
Myrcia.myrtillifolia_Bridgewater.1076,
Myrcia.myrtillifolia_Lima.381,
Myrcia.myrtillifolia_Lima.501,
Myrcia.neoclusiifolia_Lucas.253,
Myrcia.neodimorpha_Folli.6649,
Myrcia.neoglabra_Staggemeier.935,
Myrcia.neokiaerskovii_Pollard.1194,
Myrcia.neolaevigata_Araujo.1793,
Myrcia.neolucida_Sasaki.2448,
Myrcia.neoobscura_Matsumoto.836,
Myrcia.neopallens_Araujo.1792,Myrcia.chytraculia.var.pauciflora_Araujo.1792
Myrcia.neopallens_Vasconcelos.534,Myrcia.chytraculia.var.pauciflora_Vasconcelos.534
Myrcia.neopicardae_Flickinger.2015DR10,
Myrcia.neoregeliana_Matsumoto.814,
Myrcia.neoriedeliana_Lucas.88,
Myrcia.neosericea_Faria.972,
Myrcia.neosintenisii_Araujo.1785,
Myrcia.neospeciosa_Bhiki.784,
Myrcia.neospeciosa_Holst.9399,
Myrcia.neospruceana_Santos.601,
Myrcia.neosuaveolens_Lucas.85,
Myrcia.neothomasiana_Pollard.1195,
Myrcia.neuwiedeana_Lucas.886,
Myrcia.neuwiedeana_Staggemeier.793,
Myrcia.nitida_Santos.600,
Myrcia.nitida_Santos.720,
Myrcia.nivea_Lima.538,
Myrcia.oblongata_Santos.667,
Myrcia.obovata_Lima.368,
Myrcia.obovata_Lima.459,
Myrcia.obversa_Matsumoto.820,
Myrcia.ottonis_Oviedo.sn,
Myrcia.ovina_Ibrahim.277,
Myrcia.palustris_Brotto.1546,
Myrcia.pendula_Lucas.1206,
Myrcia.piauhiensis_Faria.2172,
Myrcia.pinetorum_Oviedo.sn,
Myrcia.pinifolia_Vasconcelos.505,
Myrcia.platyclada_Hawthorne.502,
Myrcia.plusiantha_Santos.712,
Myrcia.plusiantha_Staggemeier.737,
Myrcia.plusiantha_Staggemeier.907,
Myrcia.polyantha_Staggemeier.797,
Myrcia.polyneura_Gomez.sn,
Myrcia.pseudospectabilis_Amorim.2005,
Myrcia.psilophylla_Lucas.1224,
Myrcia.pubescens_IBGE.sn,
Myrcia.pubipetala_Lima.440,
Myrcia.pubipetala_Lucas.86,
Myrcia.pubipetala_Santos.840,
Myrcia.pulchella_Zappi.2496,
Myrcia.pulvinata_Amorim.1901,
Myrcia.racemosa_Lucas.63,
Myrcia.ramiflora_Lucas.1181,
Myrcia.raminfinita_Lucas.1033,
Myrcia.ramuliflora_Lima.412,
Myrcia.restingae_Lucas.990,
Myrcia.reticulata_Santos.803,
Myrcia.reticulosa_Harley.50309,
Myrcia.retivenia_AcostaGomez.sn,Myrcia.retivenia_Acosta.sn
Myrcia.retorta_Lucas.179,
Myrcia.rhodophylla_Flickinger.28,
Myrcia.riodocensis_Staggemeier.917,
Myrcia.rionegrensis_Vasconcelos.307,
Myrcia.robusta_Lucas.727,
Myrcia.rosangelae_Amorim.1499,
Myrcia.rufipes_Lucas.280,
Myrcia.rupestris_Santos.640,
Myrcia.rupta_Vasconcelos.311,
Myrcia.ruschii_Amorim.1941,
Myrcia.salzmannii_Vasconcelos.459,
Myrcia.saxatilis_Lucas.98,
Myrcia.selloi_Lucas.110,
Myrcia.selloi_Mello.1705,Myrcia.selloi_MelloSilva.1705
Myrcia.serrana_Amorim.2013,
Myrcia.servata_Santos.777,
Myrcia.sessilissima_Santos.641,
Myrcia.siriacoana_Lima.505,
Myrcia.sp_Amorim.2019,
Myrcia.sp_Bhiki.551,
Myrcia.sp_Carvalho.1594,
Myrcia.sp_Faria.4193,
Myrcia.sp_Harms.20,
Myrcia.sp_Homeier.2363,
Myrcia.sp_Lima.550,
Myrcia.sp_Lucas.1159,
Myrcia.sp_Lucas.1169,
Myrcia.sp_Lucas.1192,
Myrcia.sp_Souza.1126,
Myrcia.sp_Souza.1131,
Myrcia.sp_Staggemeier.740,
Myrcia.sp_Staggemeier.792,
Myrcia.sp_Staggemeier.901,
Myrcia.sp_Staggemeier.927,
Myrcia.sp_Swensen.185,
Myrcia.sp_Trad.579,Myrcia.capixaba_Trad.579
Myrcia.sp_Tripp.3128,
Myrcia.sp_Vasconcelos.440,
Myrcia.spathulifolia_Faria.4214,
Myrcia.spectabilis_Amorim.1989,
Myrcia.spectabilis_Lucas.75,
Myrcia.splendens_Lucas.165,
Myrcia.splendens_Lucas.73,
Myrcia.splendens_Prevost.4716,
Myrcia.splendens_Vasconcelos.587,
Myrcia.splendens_Wood.15435,
Myrcia.springiana_Amorim.1985,
Myrcia.springiana_Amorim.2007,
Myrcia.squamata_Vieira.800,
Myrcia.stricta_Lima.508,
Myrcia.stricta_Santos.608,
Myrcia.strigipes_Matsumoto.798,
Myrcia.subacuminata_Lucas.225,
Myrcia.subalpestris_Lima.514,
Myrcia.subalpestris_Lucas.251,
Myrcia.subalpestris_Lima.476,
Myrcia.subavenia_Santos.585,
Myrcia.subavenia_Santos.715,
Myrcia.subcordata_Lucas.138,
Myrcia.subcordata_Santos.586,
Myrcia.subcordata_Santos.845,
Myrcia.subsericea_Santos.797,
Myrcia.subterminalis_Santos.733,
Myrcia.sucrei_Matsumoto.824,
Myrcia.sucrei_Staggemeier.916,
Myrcia.suffruticosa_MelloSilva.1690,
Myrcia.sylvatica_SantosLima.844,
Myrcia.tenuifolia_Santos.747,
Myrcia.tenuivenosa_Lucas.87,
Myrcia.tetraloba_Lima.415,
Myrcia.tetraphylla_Staggemeier.926,
Myrcia.teuscheriana_Lucas.633,
Myrcia.teuscheriana_Staggemeier.896,
Myrcia.thomasii_Amorim.1020,
Myrcia.tijucensis_Amorim.2055,
Myrcia.tijucensis_Zappi.305,
Myrcia.tomentosa_Savassi.ESA85681,Myrcia.tomentosa_Savassi.sn.ESA85681
Myrcia.tomentosa_SoaresSilva.752,
Myrcia.tortuosa_Lima.486,
Myrcia.trimera_Lucas.1190,
Myrcia.truncata_Lucas.1189,
Myrcia.tumida_Lima.387,
Myrcia.umbraticola_Prevost.4749_Guyana,
Myrcia.umbraticola_Souza.sn.43175_AM,
Myrcia.variabilis_Lucas.277,
Myrcia.variabilis_Lima.365,
Myrcia.variabilis_Lima.544,
Myrcia.vellozoi_Staggemeier.805,
Myrcia.venulosa_Cruz.195,
Myrcia.vestita_Lima.455,
Myrcia.vestita_Lucas.93,
Myrcia.vittoriana_Amorim.2008,
Myrcia.vittoriana_Zappi.455,
Myrcia.zuzygium_Flickinger.2015DR15,Myrcia.chytraculia.var.zuzygium_Flickinger.2015DR15
Myrcianthes.callicoma_Wood.21047,
Myrcianthes.cisplatensis_Landrum.11233,
Myrcianthes.cruciatus_Proenca.5441,
Myrcianthes.ferreyrae_Peru.170227,
Myrcianthes.ferreyrae_Peru.18665,
Myrcianthes.fragrans_Flickinger.2015FTG2,
Myrcianthes.fragrans_Hamilton.552,
Myrcianthes.gigantea_Mondim.sn,
Myrcianthes.osteomeloides_Wood.21051,
Myrcianthes.pseudomato_Beck.9667,
Myrcianthes.pungens_Faria.2759,
Myrcianthes.pungens_Genome.MN095409_private.garden,
Myrcianthes.pungens_Tressens.5481,
Myrcianthes.roncesvallensis_ParraO.849,
Myrciaria.borinquena_Flickinger.79,
Myrciaria.cuspidata_Vasconcelos.495,
Myrciaria.floribunda_Flickinger.87,
Myrciaria.floribunda_Mazine.796,
Myrciaria.floribunda_Vasconcelos.380,
Myrciaria.glazioviana_Coelho.288,
Myrciaria.glomerata_Vasconcelos.413,
Myrciaria.sp_Costa.773,
Myrciaria.tenella_Lucas.417,
Myrciaria.vexator_Flickinger.2015FTG5,
Myrciaria.vexator_Vasconcelos.709,
Myrrhinium.atropurpureum_Costa.594,
Myrtastrum.rufopunctatum_Snow.9188,
Myrtastrum.rufopunctatum_Soewarto.10,
Myrtella.beccarii_JamesSAJ0945,Myrtella.beccarii_James.SAJ0945
Myrteola.nummularia_RBGE.19961096,
Myrtus.communis_Lucas.211,
Neomyrtus.pedunculata_Maurin.100,
Nothomyrcia.fernandeziana_Stuessy.15283,
Octamyrtus.pleiopetala_Johns.sn,
Osbornia.octodonta_OBrien.sn,
Pilidiostigma.glabrum_Cameron.sn,
Pilidiostigma.tropicum_Forster.27636,
Pimenta.berciliae_Vasconcelos.576,
Pimenta.dioica_Flickinger.2016FTG3,
Pimenta.dioica_Genome.KY085891_Wen12912,
Pimenta.dioica_Lucas.212,
Pimenta.filipes_Flickinger.15,
Pimenta.haitiensis_Flickinger.107,
Pimenta.haitiensis_Salywon.JBSD,
Pimenta.paganii_Flickinger.85,
Pimenta.podocarpoides_Acosta.sn,
Pimenta.pseudocaryophyllus_Lucas.161,
Pimenta.racemosa.var.grisea_Flickinger.72,
Pimenta.racemosa.var.ozua_Flickinger.2015DR30,
Pimenta.racemosa.var.racemosa_Flickinger.89,
Pimenta.racemosa_Holst.8866,
Pimenta.yumana_Vasconcelos.584,
Plinia.bissei_Acosta.sn,
Plinia.clausa_Stadnik.601,
Plinia.cordifolia_Mazine.957,
Plinia.dermatodes_Acosta.sn,
Plinia.edulis_Genome.MN095408_private.garden,
Plinia.espinhacensis_Faria.6379,
Plinia.longiacuminata_Borges.314,
Plinia.nana_Mazine.662,
Plinia.peruviana_Genome.KX527622_Salla.03_DVPR3002,
Plinia.peruviana_Lucas.210,
Plinia.phitrantha_Genome.KY392759_Salla.02_DVPR3001,
Plinia.phitrantha_Souza.sn,
Plinia.silvestris_Matsumoto.831,
Plinia.sp_Holst.9482,
Plinia.stenophylla_Acosta.sn,
Plinia.trunciflora_Genome.KU318111,
Psidium.acidum_Costa.490,
Psidium.acranthum_Flickinger.2015DR31,
Psidium.acranthum_Vasconcelos.578,
Psidium.aff.guayaquilense_Genome.MH491847_Reatini.sn_CDS3053562,
Psidium.amplexicaule_Flickinger.2015DR9,
Psidium.amplexicaule_SantosNeto.40,
Psidium.amplexicaule_Vasconcelos.565,
Psidium.appendiculatum_Tuler.619,
Psidium.araucanum_Costa.837,
Psidium.australe.var.argenteum_Costa.540,
Psidium.australe.var.argenteum_Silva.4535,
Psidium.australe.var.suffruticosum_Costa.538,
Psidium.australe_Proenca.5376,
Psidium.basanthum_Proenca.3021,
Psidium.bergianum_Costa.627,
Psidium.bergianum_Faria.6839,
Psidium.bergianum_Tuler.617,
Psidium.brownianum_Tuler.606,
Psidium.canum_Proenca.3231,
Psidium.cattleyanum_Costa.486,
Psidium.cattleyanum_Costa.606,
Psidium.cattleyanum_Costa.819b,
Psidium.cattleyanum_Flickinger.2015FL02,
Psidium.cattleyanum_Lucas.213,
Psidium.cattleyanum_RB595299,
Psidium.cattleyanum_Tuler.553,
Psidium.cauliflorum_Tuler.480,
Psidium.cauliflorum_Tuler.511,
Psidium.corynanthum_Ordones.492,
Psidium.corynanthum_Proenca.5332,
Psidium.corynanthum_Stadnik.366,
Psidium.cupreum_Faria.4271,
Psidium.dictyophyllum_Salywon.1322,
Psidium.firmum_Tuler.618,
Psidium.friedrichsthalianum_Verola.sn,
Psidium.galapageium_Genome.MH491846_Reatini.sn_CDS3053515,
Psidium.ganevii_Stadnik.314,
Psidium.glaziovianum_Vasconcelos.473,
Psidium.grandifolium_Costa.654,
Psidium.grandifolium_Faria.6689,
Psidium.grandifolium_Tuler.612,
Psidium.grandifolium_Tuler.616,
Psidium.grazielae_Tuler.496,
Psidium.guajava_Costa.476,
Psidium.guajava_Costa.sn,
Psidium.guajava_Flickinger.2015FTG8,
Psidium.guajava_Genome.KY635879_Lee.0003,
Psidium.guajava_Landrum.7866,
Psidium.guineense_Costa.817,
Psidium.harrisianum_Flickinger.2016J9,
Psidium.kennedyanum_Uchoa.sn,
Psidium.laruotteanum_Costa.624,
Psidium.laruotteanum_Faria.2362,
Psidium.laruotteanum_Proenca.3069,
Psidium.macahense_Faria.2519,
Psidium.macahense_Tuler.455,
Psidium.macahense_Tuler.457,
Psidium.macahense_Tuler.532,
Psidium.macahense_Vasconcelos.465,
Psidium.minutiflorum_Lopes.30,
Psidium.mucronatum_Proenca.3071,
Psidium.myrsinites_Costa.758,
Psidium.myrsinites_Tuler.613,
Psidium.myrtoides_Costa.816,
Psidium.myrtoides_Faria.6838,
Psidium.oblongatum_Tuler.567,
Psidium.oligospermum_Ibrahim.186,
Psidium.ovale_Barbosa.799,
Psidium.parvifolium_Flickinger.47,
Psidium.ratterianum_Proenca.3068,
Psidium.rhombeum_Faria.966,
Psidium.riparium_Lima.637,
Psidium.robustum_Faria.6370,
Psidium.rotundatum_OviedoChaves.sn,Psidium.rotundatum_Oviedo.sn
Psidium.rotundidiscum_Tuler.626,
Psidium.rufum_Tuler.537,
Psidium.rufum_Tuler.538,
Psidium.salutare.var.mucronatum_Proenca.3071,
Psidium.salutare.var.salutare_Oviedo.sn,
Psidium.sartorianum_Faria.2195,
Psidium.sartorianum_Proenca.2993,
Psidium.schenckianum_Costa.772,
Psidium.sessiliflorum_Bringel.743,
Psidium.sessilifolium_Flickinger.2015DR21,
Psidium.sp_Costa.815,
Psidium.sp_Faria.6405,
Psidium.striatulum_DamascenoJr.2658,
Psidium.widgrenianum_Proenca.3230,
Rhodamnia.argentea_Belsham.81,
Rhodamnia.cinerea_Vasconcelos.672,
Rhodamnia.rubescens_Belsham.83,
Rhodomyrtus.psidioides_Belsham.72,
Rhodomyrtus.tomentosa_Genome.MK044696,
Rhodomyrtus.tomentosa_Vasconcelos.678,
Siphoneugena.cordifolia_Forster.1011,Neomitranthes.cordifolia_Forster.1011
Siphoneugena.densiflora_Faria.1452,
Siphoneugena.densiflora_Mazine.1050,
Siphoneugena.dussii_Flickinger.68,
Siphoneugena.glomerata_LabFenoSn3.G2.46397,
Siphoneugena.guilfoyleiana_Lucas.70,
Siphoneugena.obtusa_Proenca.4047,
Siphoneugena.reitzii_Staggemeier.1000,
Syzygium.aromaticum_Genome.MN746306,
Syzygium.cumini_Genome.MN095412,
Syzygium.jambos_Lucas.214,
Syzygium.maire_Belsham.M84,
Syzygium.malaccense_Flickinger.2015FTG1,
Syzygium.samarangense_Flickinger.108,
Temu.cruckshanksii_MurilloA.4219,
Temu.cruckshanksii_RBGE.1998073D,
Tetrapora.verrucosa_Wilson.1638,Austrobaeckea.verrucosa_Wilson.1638
Tristania.neriifolia_Wilson.sn,Tristania.neriifolia_Wilson.sn_UNSW23243
Tristaniopsis.macrosperma_Conn_5261,Tristaniopsis.macrosperma_Conn.5261
Ugni.candollei_Vasconcelos.sn,
Ugni.molinae_Belsham.M69,
Ugni.molinae_MurilloA.4213,
Ugni.myricoides_Landrum.9372,
Ugni.selkirkii_Gardner.31,
Uromyrtus.australis_Conti.sn,
Uromyrtus.emarginata_Vasconcelos.628,
Uromyrtus.metrosideros_Biffin.9102545,Uromyrtus.metrosideros_Biffin.sn.CANB9102545
Uromyrtus.neomyrtoides_Wulf.NSW846522,Uromyrtus.neomyrtoides_Wulf.sn.NSW846522
Welchiodendron.longivalve_Sankowsky.NSW504439,Welchiodendron.longivalve_Sankowsky.sn.NSW504439
Whiteodendron.moultonianum_StephenTeo.S75422,
Xanthomyrtus.compacta_Edwards.4213A,
Xanthomyrtus.compacta_Edwards.4214A,
Xanthomyrtus.kanalaensis_Benson.sn,
Xanthomyrtus.montivaga_Lucas.16,
Xanthostemon.aurantiacus_Dawson.19.5.1997,
Xanthostemon.chrysanthus_NZFRI.29475,